,id,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,funded_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp
1692,3150837,1,0,2,2,20000.0,20000.0,13.11,674.94,50000.0,19.63,0.0,0.0,14.0,277.9,36.0,9426.0,21.0,13676.22
1693,3151333,6,0,2,3,28000.0,28000.0,17.77,707.52,189000.0,11.64,1.0,20.0,18.0,353.2,60.0,91939.0,34.0,24528.78
1694,3151727,1,0,2,6,25000.0,25000.0,11.14,545.31,90000.0,16.53,0.0,0.0,8.0,259.9,60.0,22415.0,20.0,20696.1
1695,3152070,6,4,2,25,10000.0,10000.0,10.16,323.43,85000.0,8.98,1.0,10.0,5.0,297.9,36.0,5753.0,20.0,6733.4
1696,3152380,1,0,2,4,21000.0,21000.0,8.9,434.91,98000.0,15.75,0.0,0.0,17.0,338.9,60.0,16770.0,24.0,17212.9
1698,3153102,1,0,2,29,15000.0,15000.0,12.12,499.08,65000.0,8.97,0.0,0.0,8.0,271.9,36.0,12098.0,23.0,10199.83
1699,3153503,1,4,2,4,2000.0,2000.0,15.31,69.64,30000.0,7.35,0.0,0.0,6.0,245.9,36.0,3124.0,10.0,1380.61
1700,3153928,1,4,8,42,5000.0,5000.0,19.72,185.11,25000.0,14.45,0.0,33.0,10.0,271.9,36.0,3418.0,29.0,3524.45
1701,3154315,2,0,1,7,18000.0,18000.0,7.9,563.23,70000.0,15.48,0.0,0.0,12.0,301.9,36.0,30140.0,23.0,11988.37
1702,3154714,1,0,2,23,7500.0,7500.0,11.14,246.04,75000.0,25.93,0.0,0.0,12.0,282.0,36.0,8650.0,36.0,5074.7
1703,3154976,7,0,2,3,16000.0,16000.0,10.16,517.48,49760.0,11.23,0.0,0.0,8.0,255.0,36.0,18945.0,21.0,10783.64
1704,3155398,0,4,2,9,12375.0,12375.0,14.33,424.94,40000.0,25.11,0.0,25.0,10.0,314.1,36.0,7211.0,38.0,8511.84
1705,3155794,1,0,2,31,15000.0,15000.0,7.9,469.36,80000.0,12.15,0.0,37.0,11.0,372.4,36.0,9403.0,31.0,9987.09
1706,3156089,8,4,2,4,5325.0,5325.0,17.77,191.9,26000.0,23.17,0.0,0.0,8.0,219.0,36.0,7944.0,10.0,3718.24
1707,3156434,10,0,3,9,10000.0,10000.0,8.9,317.54,80000.0,10.18,0.0,47.0,8.0,301.9,36.0,5939.0,30.0,6694.42
1708,3156743,5,0,2,13,14000.0,14000.0,10.16,452.8,80000.0,17.21,0.0,0.0,15.0,330.0,36.0,36439.0,24.0,9434.26
1709,3157095,5,4,8,4,7200.0,7200.0,18.49,262.08,30000.0,29.2,0.0,0.0,12.0,208.0,36.0,12087.0,16.0,5042.86
1711,3157939,8,4,2,27,35000.0,35000.0,19.72,921.85,105000.0,17.09,1.0,13.0,6.0,440.0,60.0,0.0,24.0,30025.87
1712,3158315,1,0,2,24,28000.0,28000.0,10.16,905.59,98800.0,26.85,0.0,0.0,17.0,529.9,36.0,48329.0,42.0,18858.9
1713,3158617,10,0,1,3,6000.0,6000.0,17.77,216.23,36000.0,22.17,0.0,49.0,11.0,295.9,36.0,8488.0,47.0,1794.0
1715,3159237,3,0,5,37,7200.0,7200.0,10.16,232.87,95000.0,11.22,0.0,0.0,10.0,206.0,36.0,13812.0,14.0,4848.04
1716,3159593,7,0,2,37,20000.0,20000.0,8.9,635.07,62000.0,26.54,0.0,0.0,13.0,364.0,36.0,19064.0,24.0,13387.73
1717,3159943,9,0,1,10,9000.0,9000.0,14.33,309.05,60000.0,19.2,0.0,0.0,11.0,216.8,36.0,12068.0,18.0,6194.09
1719,3160705,11,4,1,28,16000.0,16000.0,15.31,383.25,70000.0,14.16,0.0,0.0,11.0,369.9,60.0,33107.0,33.0,13489.2
1720,3161123,1,0,2,13,29700.0,29700.0,17.27,1062.89,67000.0,20.88,0.0,0.0,14.0,258.9,36.0,9322.0,27.0,22925.54
1721,3161460,1,0,1,10,17625.0,17625.0,16.29,431.33,40000.0,23.67,0.0,45.0,12.0,301.9,60.0,24015.0,35.0,14915.36
1722,3161787,1,4,2,28,23000.0,23000.0,8.9,476.33,96000.0,14.16,0.0,0.0,13.0,480.9,60.0,44837.0,22.0,18863.35
1723,3162120,6,3,3,30,3000.0,3000.0,18.75,109.59,65000.0,11.93,1.0,21.0,6.0,320.9,36.0,1145.0,19.0,2103.72
1724,3162444,3,4,2,37,8000.0,8000.0,15.8,280.47,70000.0,13.37,0.0,0.0,12.0,257.9,36.0,8565.0,17.0,5537.46
1725,3162802,8,4,1,39,20000.0,20000.0,16.29,489.45,48000.0,10.88,0.0,0.0,14.0,341.9,60.0,15037.0,23.0,16925.74
1726,3163118,3,4,2,4,8250.0,8250.0,14.33,283.29,60000.0,15.22,1.0,11.0,10.0,351.9,36.0,32620.0,24.0,5676.22
1727,3163559,7,0,1,13,22750.0,22750.0,23.28,645.0,65000.0,16.93,2.0,23.0,10.0,262.9,60.0,7770.0,23.0,19777.55
1728,3163906,11,0,1,32,10500.0,10500.0,13.11,354.35,67228.0,14.32,0.0,0.0,10.0,443.9,36.0,15966.0,22.0,7175.55
1730,3164905,1,3,1,37,11500.0,11500.0,13.11,388.1,34252.0,23.37,0.0,0.0,8.0,316.8,36.0,12333.0,16.0,7859.86
1731,3184694,1,0,2,12,35000.0,35000.0,12.12,1164.51,104433.88,13.35,0.0,0.0,13.0,289.9,36.0,32771.0,34.0,23803.32
1733,3185458,5,0,2,6,6000.0,6000.0,15.31,208.91,50000.0,22.82,0.0,0.0,14.0,297.9,36.0,11103.0,20.0,4142.13
1734,3185826,10,0,3,29,10000.0,10000.0,14.33,343.39,75000.0,21.31,0.0,46.0,11.0,449.9,36.0,23125.0,40.0,6880.51
1735,3186166,2,4,2,37,5000.0,5000.0,11.14,164.03,46500.0,30.27,0.0,0.0,6.0,445.9,36.0,48723.0,15.0,3382.9
1736,3186605,1,4,2,28,16000.0,16000.0,8.9,508.06,81100.0,9.88,0.0,0.0,19.0,283.6,36.0,29078.0,29.0,564.54
1738,3187247,10,4,2,32,8000.0,8000.0,15.31,278.54,50000.0,31.13,0.0,0.0,20.0,420.9,36.0,35104.0,29.0,5522.64
1739,3187588,4,0,1,37,35000.0,35000.0,17.27,874.93,120000.0,22.22,0.0,0.0,16.0,334.8,60.0,31997.0,41.0,30182.37
1740,3188039,5,0,2,0,9000.0,9000.0,15.31,313.36,140000.0,5.67,0.0,0.0,9.0,259.8,36.0,23068.0,15.0,6213.15
1741,3188492,6,4,1,41,5375.0,5375.0,19.72,198.99,18392.0,27.99,0.0,0.0,11.0,274.8,36.0,8985.0,14.0,3787.57
1742,3188782,5,4,2,4,17050.0,17050.0,17.27,610.18,38000.0,28.9,0.0,0.0,14.0,206.8,36.0,17984.0,15.0,11881.64
1743,3189122,7,4,1,4,25000.0,25000.0,11.14,820.13,100000.0,6.27,0.0,0.0,5.0,218.6,36.0,9096.0,8.0,16914.75
1744,3194867,11,3,1,37,11000.0,11000.0,15.31,383.0,40104.0,20.44,0.0,0.0,9.0,280.9,36.0,9862.0,28.0,7593.54
1745,3195341,1,0,2,9,17600.0,17600.0,17.77,444.73,50000.0,14.73,0.0,0.0,15.0,281.6,60.0,25029.0,37.0,15844.15
1746,3195571,8,0,1,21,18825.0,18825.0,15.31,450.92,43000.0,26.68,0.0,0.0,5.0,427.9,60.0,13482.0,11.0,15865.47
1747,3195876,5,0,2,44,18200.0,18200.0,15.8,440.66,52100.0,32.13,0.0,0.0,10.0,285.8,60.0,15400.0,19.0,14744.8
1748,3196196,1,4,2,11,25000.0,25000.0,17.77,631.72,95000.0,16.31,0.0,0.0,8.0,250.9,60.0,15651.0,34.0,21287.55
1749,3196587,1,4,2,12,12000.0,12000.0,15.8,420.71,40000.0,21.54,1.0,20.0,12.0,346.9,36.0,16939.0,20.0,8306.01
1751,3197390,4,0,10,40,15000.0,15000.0,19.05,550.22,50000.0,20.95,0.0,0.0,12.0,463.8,36.0,36956.0,18.0,10539.15
1752,3197686,9,4,2,4,17050.0,17050.0,18.75,622.84,39000.0,12.93,1.0,18.0,8.0,415.8,36.0,13603.0,14.0,11960.26
1753,3197984,5,3,1,28,28000.0,28000.0,8.9,889.09,136500.0,19.35,0.0,0.0,19.0,268.9,36.0,33652.0,27.0,19630.93
1754,3198379,1,3,2,37,19700.0,19700.0,11.14,646.26,55000.0,13.07,0.0,0.0,7.0,564.7,36.0,17120.0,18.0,13846.99
1755,3198718,0,4,2,24,25000.0,25000.0,14.33,586.0,240000.0,15.02,1.0,20.0,22.0,344.8,60.0,41483.0,47.0,20988.24
1756,3204618,1,0,2,25,23850.0,23850.0,16.29,583.67,78000.0,29.99,0.0,0.0,12.0,323.6,60.0,18664.0,21.0,20183.57
1757,3214783,10,4,2,14,8000.0,8000.0,8.9,254.03,100000.0,13.08,3.0,2.0,13.0,317.8,36.0,8305.0,45.0,5362.1
1758,3215206,2,0,2,34,10000.0,10000.0,13.11,337.47,42240.0,31.03,1.0,20.0,14.0,247.8,36.0,7444.0,25.0,6835.14
1759,3215534,9,0,1,37,7200.0,7200.0,13.11,242.98,59400.0,10.55,0.0,31.0,8.0,238.8,36.0,10650.0,19.0,4918.05
1760,3215858,1,0,1,9,19200.0,19200.0,6.03,584.37,128000.0,11.11,0.0,0.0,24.0,574.8,36.0,47636.0,49.0,12664.38
1761,3216244,1,3,2,19,19425.0,19425.0,15.8,470.32,43500.0,34.4,0.0,0.0,10.0,269.8,60.0,24755.0,16.0,16411.0
1762,3216589,4,0,2,17,20000.0,20000.0,7.62,623.23,190000.0,14.51,0.0,0.0,17.0,337.8,36.0,52158.0,42.0,13308.0
1763,3216896,1,0,1,37,20675.0,20675.0,15.31,495.23,46000.0,20.82,0.0,0.0,10.0,352.5,60.0,24655.0,21.0,17427.56
1765,3217588,1,0,1,29,17225.0,17225.0,6.03,524.26,97000.0,10.86,0.0,0.0,19.0,361.8,36.0,16907.0,34.0,11361.53
1766,3218050,0,4,2,28,15000.0,15000.0,13.11,506.21,36000.0,7.53,0.0,0.0,12.0,201.7,36.0,4587.0,17.0,10245.91
1767,3218306,0,4,2,37,6000.0,6000.0,17.27,214.73,54000.0,27.78,1.0,17.0,9.0,252.4,36.0,11873.0,21.0,4335.63
1768,3218635,10,4,2,4,20000.0,20000.0,7.9,625.81,80000.0,7.01,0.0,0.0,11.0,280.7,36.0,22137.0,27.0,13317.94
1769,3218961,1,0,2,18,28000.0,28000.0,17.77,707.52,130000.0,32.91,0.0,0.0,20.0,340.7,60.0,58615.0,47.0,23838.4
1770,3219390,2,0,2,16,24000.0,24000.0,13.11,547.43,75000.0,5.89,0.0,0.0,6.0,453.7,60.0,14907.0,21.0,20364.3
1771,3219802,1,0,2,38,32350.0,32350.0,21.98,893.11,72000.0,18.08,0.0,0.0,16.0,508.7,60.0,23603.0,22.0,28357.04
1772,3220173,3,4,2,28,12250.0,12250.0,16.29,432.43,35100.0,17.91,0.0,0.0,14.0,219.7,36.0,13305.0,25.0,8498.53
1773,3220484,1,4,2,4,8750.0,8750.0,13.11,295.29,39000.0,10.12,0.0,0.0,14.0,471.6,36.0,8572.0,20.0,6207.99
1774,3220884,4,0,2,4,9000.0,9000.0,11.14,295.25,72000.0,18.08,0.0,0.0,14.0,270.6,36.0,21243.0,31.0,6089.27
1776,3221656,7,0,2,37,35000.0,35000.0,13.11,1181.15,110000.0,14.35,0.0,0.0,15.0,357.5,36.0,44830.0,41.0,23913.43
1777,3234786,10,4,2,28,15000.0,15000.0,19.72,555.32,64000.0,21.75,0.0,0.0,9.0,342.8,36.0,9947.0,35.0,10567.56
1778,3235137,1,0,1,41,24000.0,24000.0,8.9,762.08,90000.0,26.34,0.0,0.0,15.0,449.8,36.0,38431.0,42.0,16059.71
1780,3235936,1,3,2,4,21000.0,21000.0,7.62,654.39,90000.0,16.8,0.0,0.0,15.0,387.8,36.0,32514.0,32.0,13972.1
1781,3236313,1,0,5,12,5600.0,5600.0,6.03,170.44,108000.0,1.13,0.0,34.0,23.0,301.7,36.0,834.0,51.0,1572.67
1782,3236742,6,4,2,37,18000.0,18000.0,10.16,582.17,60000.0,14.03,0.0,0.0,7.0,208.8,36.0,19293.0,8.0,12127.97
1783,3237193,1,3,2,2,8000.0,8000.0,12.12,266.18,42000.0,34.86,0.0,0.0,9.0,259.8,36.0,7763.0,21.0,5438.47
1786,3238229,8,0,2,16,7725.0,7725.0,14.09,264.36,60000.0,24.36,0.0,60.0,13.0,376.7,36.0,11187.0,29.0,5308.28
1788,3239048,6,0,11,23,4000.0,4000.0,19.72,148.09,102000.0,12.56,0.0,0.0,10.0,235.7,36.0,19919.0,18.0,2818.41
1789,3239461,11,0,2,15,20375.0,20375.0,12.12,454.47,50000.0,27.6,0.0,0.0,21.0,303.7,60.0,21152.0,36.0,16944.12
1790,3239810,6,0,2,26,35000.0,35000.0,16.29,856.54,90000.0,20.85,0.0,0.0,12.0,327.7,60.0,38724.0,22.0,29620.52
1791,3240065,10,3,1,10,8000.0,8000.0,7.9,250.33,104000.0,21.52,0.0,31.0,6.0,335.7,36.0,13521.0,22.0,5326.39
1792,3240436,1,4,5,5,5000.0,5000.0,18.75,182.65,51000.0,12.45,0.0,67.0,10.0,298.6,36.0,15108.0,17.0,3509.11
1793,3240926,1,0,2,20,8650.0,8650.0,13.11,291.92,47000.0,10.37,0.0,36.0,7.0,349.6,36.0,9256.0,16.0,5912.45
1794,3241409,2,4,2,4,20000.0,20000.0,11.14,656.11,130000.0,5.57,0.0,0.0,9.0,245.6,36.0,30126.0,25.0,14057.33
1795,3245141,10,0,1,13,18825.0,18825.0,8.9,597.76,42000.0,13.14,0.0,0.0,9.0,416.6,36.0,18237.0,28.0,12601.67
1796,3254900,11,0,2,32,9250.0,9250.0,12.12,307.77,28000.0,28.59,0.0,25.0,8.0,462.6,36.0,20048.0,21.0,6531.56
1797,3255307,1,4,2,4,15000.0,15000.0,12.12,499.08,62000.0,8.12,0.0,36.0,16.0,552.6,36.0,12496.0,32.0,10199.89
1798,3264609,1,0,2,9,18000.0,18000.0,15.8,435.82,62000.0,30.82,0.0,40.0,9.0,359.3,60.0,16690.0,21.0,15436.22
1799,3265020,1,0,2,31,25000.0,25000.0,10.16,808.56,150000.0,14.29,0.0,0.0,8.0,309.6,36.0,18879.0,19.0,16844.19
1800,3265558,1,0,2,17,24200.0,24200.0,12.12,539.79,115000.0,19.91,0.0,0.0,14.0,400.6,60.0,18718.0,32.0,20127.34
1801,3284877,5,0,2,19,14100.0,14100.0,11.14,462.56,40000.0,7.26,0.0,0.0,9.0,270.6,36.0,12012.0,25.0,9540.01
1802,3285342,1,0,2,4,30000.0,30000.0,15.8,1051.76,198000.0,12.49,0.0,27.0,11.0,561.3,36.0,4286.0,21.0,21522.35
1803,3285792,1,0,1,37,7000.0,7000.0,12.12,232.91,90000.0,11.48,0.0,56.0,18.0,325.2,36.0,16082.0,54.0,4941.62
1804,3286085,6,0,2,22,15000.0,15000.0,10.16,485.14,47000.0,3.7,0.0,0.0,8.0,280.5,36.0,8972.0,21.0,10100.17
1805,3286493,1,0,1,9,24000.0,24000.0,11.14,523.5,75000.0,16.24,0.0,0.0,12.0,365.5,60.0,27145.0,18.0,19870.44
1806,3286953,10,0,1,20,3200.0,3200.0,6.62,98.26,65000.0,14.22,0.0,0.0,20.0,269.5,36.0,2177.0,36.0,2116.72
1807,3287408,1,3,8,21,3000.0,3000.0,21.98,114.55,320625.0,2.75,2.0,17.0,15.0,327.5,36.0,4088.0,29.0,2137.1
1808,3287844,4,4,2,4,35000.0,35000.0,17.77,1261.3,100000.0,17.22,0.0,39.0,21.0,351.4,36.0,24609.0,45.0,20820.66
1809,3288267,1,0,1,5,6500.0,6500.0,12.12,216.27,50000.0,23.57,0.0,0.0,7.0,304.5,36.0,22695.0,29.0,4420.9
1811,3288930,1,4,1,28,10000.0,10000.0,18.49,363.99,36000.0,12.63,0.0,0.0,10.0,304.4,36.0,12142.0,29.0,7268.97
1812,3289340,5,0,1,27,11700.0,11700.0,10.16,378.41,65000.0,16.76,0.0,0.0,12.0,638.5,36.0,15588.0,24.0,7889.16
1813,3289656,10,4,2,3,13300.0,13300.0,12.12,442.52,50000.0,21.62,0.0,0.0,8.0,205.4,36.0,8653.0,19.0,9392.56
1814,3290036,0,0,1,9,16000.0,16000.0,11.14,524.89,80000.0,17.03,0.0,72.0,14.0,308.4,36.0,22987.0,26.0,10825.35
1815,3290389,1,0,3,37,2875.0,2875.0,7.9,89.96,61289.0,12.14,0.0,0.0,11.0,344.4,36.0,6092.0,17.0,1991.05
1816,3290753,7,0,2,30,8800.0,8800.0,13.11,296.98,44465.0,30.93,0.0,0.0,17.0,279.4,36.0,21447.0,27.0,6466.82
1818,3291721,1,0,5,23,2300.0,2300.0,6.62,70.62,56469.0,12.6,0.0,0.0,5.0,358.4,36.0,4608.0,11.0,1521.44
1819,3292019,4,4,2,32,1675.0,1675.0,16.29,59.13,52000.0,6.12,0.0,36.0,3.0,328.4,36.0,1132.0,17.0,1162.18
1820,3292346,7,4,2,31,14575.0,14575.0,14.09,498.78,41600.0,30.19,0.0,0.0,12.0,294.3,36.0,19437.0,29.0,10386.88
1821,3292681,6,4,2,12,10000.0,10000.0,13.11,337.47,130000.0,14.3,0.0,49.0,17.0,377.3,36.0,20643.0,32.0,7096.61
1822,3293031,1,4,1,4,10000.0,10000.0,12.12,332.72,58665.0,11.86,0.0,0.0,11.0,374.3,36.0,23437.0,18.0,6801.87
1824,3293628,6,0,10,19,20050.0,20050.0,24.89,587.21,52000.0,21.51,0.0,0.0,9.0,309.3,60.0,17687.0,20.0,17526.31
1825,3294171,7,4,1,37,15175.0,15175.0,13.11,512.12,70000.0,22.08,0.0,0.0,20.0,415.3,36.0,15608.0,36.0,10365.39
1826,3294557,10,0,2,4,18000.0,18000.0,7.62,560.91,90000.0,12.6,0.0,31.0,10.0,374.3,36.0,85725.0,26.0,12455.92
1827,3294934,1,4,2,37,32000.0,32000.0,20.49,856.56,91241.0,26.25,0.0,0.0,20.0,486.4,60.0,33358.0,38.0,27527.83
1828,3295350,2,4,5,6,3000.0,3000.0,18.49,109.2,70000.0,26.91,0.0,58.0,12.0,281.6,36.0,5908.0,29.0,2101.19
1829,3295742,1,3,2,28,15000.0,15000.0,15.8,525.88,75000.0,26.3,0.0,0.0,21.0,375.5,36.0,25259.0,33.0,10376.98
1831,3296504,7,4,2,21,16000.0,16000.0,11.14,524.89,75000.0,15.63,0.0,0.0,15.0,362.5,36.0,15670.0,31.0,10825.53
1832,3297044,0,4,2,42,14825.0,14825.0,16.29,523.33,68500.0,20.55,0.0,31.0,24.0,253.5,36.0,18209.0,34.0,10282.3
1833,3297528,7,0,2,37,24000.0,24000.0,14.09,821.32,79000.0,31.7,0.0,0.0,8.0,385.5,36.0,29868.0,21.0,17096.15
1835,3298265,10,3,2,42,9250.0,9250.0,11.14,303.45,100000.0,1.99,0.0,34.0,5.0,280.6,36.0,16640.0,18.0,6501.86
1838,3299364,1,4,1,9,24550.0,24550.0,14.33,843.01,70000.0,17.55,0.0,71.0,6.0,433.5,36.0,47651.0,18.0,17511.44
1839,3299832,1,3,2,9,15000.0,15000.0,17.77,540.56,63000.0,20.74,0.0,35.0,16.0,343.4,36.0,20828.0,27.0,10474.95
1842,3301163,5,4,2,41,20000.0,20000.0,11.14,656.11,72000.0,15.43,0.0,0.0,4.0,297.1,36.0,20923.0,17.0,14057.33
1843,3324969,4,0,1,4,10000.0,10000.0,8.9,317.54,72000.0,16.32,0.0,0.0,12.0,407.2,36.0,22201.0,19.0,6966.88
1844,3335346,11,0,2,29,6625.0,6625.0,12.12,220.43,23000.0,26.73,0.0,0.0,10.0,-448.5,36.0,11261.0,22.0,4677.98
1845,3344722,4,0,2,32,15000.0,15000.0,11.14,492.08,87500.0,17.2,0.0,0.0,9.0,277.4,36.0,58697.0,17.0,10149.1
1846,3345073,1,0,1,37,20000.0,20000.0,8.9,635.07,103000.0,22.0,0.0,0.0,15.0,537.4,36.0,31553.0,21.0,13920.85
1847,3345394,1,0,1,19,14825.0,14825.0,13.11,500.3,41600.0,22.96,0.0,0.0,9.0,268.6,36.0,24339.0,20.0,10519.04
1848,3345753,1,0,8,43,6000.0,6000.0,17.77,216.23,75000.0,16.96,2.0,14.0,11.0,377.3,36.0,14506.0,24.0,4188.79
1849,3346294,8,0,3,25,3200.0,3200.0,16.29,112.97,46000.0,19.23,1.0,15.0,12.0,196.3,36.0,7610.0,16.0,2302.67
1850,3346705,1,0,2,39,10000.0,10000.0,12.12,332.72,50000.0,24.48,0.0,0.0,14.0,327.1,36.0,37595.0,53.0,7061.17
1851,3346987,5,0,2,19,15000.0,15000.0,12.12,499.08,60000.0,21.7,0.0,0.0,17.0,229.3,36.0,16301.0,20.0,10200.95
1852,3347400,9,4,1,31,15000.0,15000.0,14.09,513.33,50000.0,13.75,0.0,0.0,5.0,269.3,36.0,26338.0,10.0,10688.79
1853,3347900,1,0,3,41,6000.0,6000.0,13.11,202.49,75600.0,34.63,0.0,0.0,14.0,289.3,36.0,18859.0,24.0,4254.29
1854,3348283,1,0,2,1,15000.0,15000.0,11.14,492.08,59000.0,10.66,0.0,0.0,9.0,244.2,36.0,12421.0,14.0,10543.3
1855,3348717,10,3,2,32,18000.0,18000.0,18.75,657.54,43500.0,29.99,0.0,42.0,16.0,233.3,36.0,10717.0,31.0,13078.53
1856,3348985,4,4,2,37,9500.0,9500.0,14.33,326.22,28000.0,14.79,0.0,34.0,6.0,351.4,36.0,2842.0,18.0,7258.57
1857,3349274,6,4,2,6,9000.0,9000.0,15.31,313.36,50000.0,14.81,0.0,0.0,12.0,307.2,36.0,14631.0,21.0,6212.66
1858,3349607,0,4,2,25,4725.0,4725.0,22.47,181.61,29000.0,29.92,0.0,60.0,11.0,251.2,36.0,4995.0,22.0,3368.98
1859,3349878,11,4,1,9,10000.0,10000.0,14.33,343.39,53000.0,23.21,1.0,12.0,18.0,312.2,36.0,11080.0,27.0,7136.35
1860,3350229,2,4,10,28,8000.0,8000.0,18.49,291.19,150000.0,32.51,0.0,25.0,9.0,253.2,36.0,51432.0,21.0,5813.81
1861,3350564,1,0,2,4,20000.0,20000.0,12.12,665.44,130000.0,9.09,1.0,22.0,10.0,396.0,36.0,10890.0,19.0,14119.15
1862,3350878,2,4,2,25,11000.0,11000.0,17.27,393.66,40000.0,17.82,0.0,0.0,5.0,239.2,36.0,3301.0,20.0,7943.95
1863,3351202,5,4,2,9,3000.0,3000.0,18.49,109.2,27000.0,23.73,0.0,0.0,7.0,198.2,36.0,6854.0,10.0,2148.51
1864,3351566,2,4,2,4,2400.0,2400.0,19.72,88.86,12000.0,28.7,0.0,0.0,6.0,399.4,36.0,10316.0,8.0,1811.03
1865,3351908,1,0,5,0,3000.0,3000.0,14.33,103.02,106000.0,13.69,3.0,1.0,12.0,269.2,36.0,17405.0,27.0,2139.04
1866,3352283,0,0,1,5,18225.0,18225.0,10.16,589.44,165000.0,6.16,0.0,37.0,6.0,341.1,36.0,25710.0,23.0,12757.22
1867,3352690,2,4,2,4,10625.0,10625.0,17.77,382.9,37000.0,15.73,1.0,10.0,7.0,228.2,36.0,1930.0,10.0,7687.4
1868,3352990,0,4,2,4,9750.0,9750.0,15.31,339.47,55000.0,13.59,2.0,11.0,7.0,278.2,36.0,9595.0,22.0,6980.3
1869,3353371,10,4,1,4,10000.0,10000.0,13.11,337.47,85000.0,15.3,0.0,0.0,16.0,247.1,36.0,9321.0,34.0,7094.63
1870,3353794,5,0,2,5,12000.0,12000.0,13.11,404.97,61000.0,8.99,0.0,41.0,6.0,291.1,36.0,5234.0,14.0,8514.49
1871,3354159,9,0,2,29,30000.0,30000.0,15.31,1044.52,77000.0,13.82,0.0,53.0,7.0,285.8,36.0,43374.0,20.0,22238.8
1872,3354899,6,0,1,5,9000.0,9000.0,8.9,285.78,45000.0,13.28,0.0,0.0,11.0,209.2,36.0,9383.0,15.0,6272.56
1873,3355275,1,0,2,32,20000.0,20000.0,16.29,489.45,63000.0,24.27,0.0,0.0,12.0,376.3,60.0,16606.0,18.0,16925.95
1874,3355644,5,4,8,28,6900.0,6900.0,18.75,252.06,29000.0,25.12,0.0,0.0,9.0,217.2,36.0,6402.0,9.0,5014.72
1876,3356256,5,4,1,4,10000.0,10000.0,6.03,304.36,96867.0,14.68,0.0,0.0,8.0,552.0,36.0,14718.0,16.0,9234.31
1877,3356564,1,0,2,13,7200.0,7200.0,15.31,250.69,75000.0,23.7,1.0,18.0,13.0,444.2,36.0,33250.0,34.0,5154.93
1878,3356862,1,4,2,4,14000.0,14000.0,18.75,511.42,42000.0,14.14,0.0,45.0,14.0,305.2,36.0,9354.0,27.0,10175.32
1879,3357312,1,0,3,28,9925.0,9925.0,17.77,357.67,57000.0,22.93,0.0,0.0,8.0,194.8,36.0,6623.0,13.0,7182.01
1881,3357998,1,4,2,4,24575.0,24575.0,18.49,894.5,55968.59,26.31,0.0,0.0,19.0,404.2,36.0,22886.0,33.0,17847.72
1882,3358355,3,4,4,17,14000.0,14000.0,13.11,472.46,96000.0,18.06,0.0,0.0,14.0,326.5,36.0,32477.0,42.0,9929.81
1883,3358658,6,0,2,34,4750.0,4750.0,17.27,169.99,33000.0,30.8,0.0,29.0,7.0,335.2,36.0,3088.0,46.0,3429.13
1884,3358985,7,4,2,38,2500.0,2500.0,16.29,88.26,60000.0,28.6,2.0,14.0,9.0,288.9,36.0,7807.0,26.0,1798.2
1885,3359420,10,0,2,41,13000.0,13000.0,14.09,444.88,60000.0,18.66,0.0,73.0,12.0,310.2,36.0,14135.0,27.0,9265.64
1886,3359847,11,3,4,14,26000.0,26000.0,17.77,656.99,63049.0,7.61,0.0,0.0,9.0,583.1,60.0,22113.0,18.0,22460.39
1889,3364750,0,0,1,13,20000.0,20000.0,11.14,656.11,95000.0,16.17,0.0,0.0,12.0,234.1,36.0,22371.0,18.0,14057.6
1890,3365102,1,0,1,37,11450.0,11450.0,10.16,370.33,64000.0,14.33,0.0,0.0,11.0,385.0,36.0,33792.0,34.0,8014.23
1891,3365472,3,0,2,43,11700.0,11700.0,14.09,400.39,35000.0,19.44,0.0,0.0,5.0,319.1,36.0,27675.0,16.0,8632.73
1892,3365870,1,4,1,4,28800.0,28800.0,21.49,787.1,100200.0,21.5,0.0,0.0,15.0,403.1,60.0,22035.0,39.0,25203.27
1893,3366172,3,4,2,10,12000.0,12000.0,12.12,399.26,60000.0,15.82,0.0,0.0,10.0,294.0,36.0,14391.0,21.0,8471.54
1894,3366526,1,0,1,4,19000.0,19000.0,6.03,578.28,110000.0,5.22,2.0,9.0,10.0,339.1,36.0,8870.0,22.0,13047.11
1895,3366896,10,4,1,23,7750.0,7750.0,17.27,277.36,33280.0,15.97,0.0,81.0,12.0,342.0,36.0,12760.0,26.0,5597.59
1896,3367200,1,0,2,10,20000.0,20000.0,12.12,446.11,66000.0,28.29,0.0,0.0,8.0,427.1,60.0,43170.0,20.0,17181.2
1897,3367478,0,4,2,32,9000.0,9000.0,16.29,317.71,55000.0,13.88,3.0,21.0,12.0,267.0,36.0,13579.0,29.0,6472.44
1898,3367796,1,4,1,28,28000.0,28000.0,14.33,961.47,98000.0,9.75,0.0,0.0,7.0,311.0,36.0,17287.0,24.0,19970.58
1899,3368170,7,4,1,37,7500.0,7500.0,16.29,264.76,33000.0,23.24,0.0,0.0,6.0,328.0,36.0,7378.0,9.0,5393.34
1901,3368914,1,4,2,4,8000.0,8000.0,21.98,305.45,45000.0,10.99,0.0,0.0,6.0,305.7,36.0,5576.0,9.0,5888.66
